ball_id	frame	x	y
15	736	346	1258
16	741	2300	1040
16	742	2246	1033
16	743	2214	1013
16	744	2160	1000
16	745	2078	1004
16	746	2044	985
16	747	1967	1011
16	748	1903	983
16	749	1798	1001
16	750	1702	1006
16	751	1619	997
16	752	1514	1000
16	753	1383	1014
16	754	1247	1020
16	755	1123	1009
16	756	983	996
16	757	838	973
16	758	666	968
16	759	502	959
17	774	2293	1066
17	775	2252	1050
17	776	2205	1040
17	777	2138	1029
17	778	2090	1003
17	779	2018	984
17	780	1930	972
17	781	1856	958
17	782	1780	941
17	783	1679	939
17	784	1555	948
17	785	1437	947
17	786	1329	939
17	787	1200	941
17	788	1046	951
17	789	904	939
17	790	751	926
17	791	576	919
17	792	423	908
18	803	2312	1027
18	804	2258	1014
18	805	2229	991
18	806	2171	992
18	807	2116	966
18	808	2040	948
18	809	1959	936
18	810	1875	905
18	811	1790	877
18	812	1707	831
18	813	1615	795
18	814	1503	765
18	815	1376	751
18	816	1270	704
18	817	1134	679
18	818	983	658
18	819	847	624
18	820	690	601
18	821	527	572
18	822	369	526
19	874	2323	1039
19	876	2224	1023
19	877	2172	1012
19	878	2102	1004
19	879	2042	990
19	880	1964	992
19	881	1865	1000
19	882	1764	1008
19	883	1655	1010
19	884	1573	987
19	885	1465	976
19	886	1333	978
19	887	1178	988
19	888	1043	977
19	889	903	955
19	890	743	946
20	906	2309	1034
20	907	2256	1037
20	908	2219	1054
20	909	2192	1061
20	910	2131	1089
20	911	2070	1112
20	912	2027	1124
20	913	1961	1143
20	914	1873	1174
20	915	1777	1206
20	916	1725	1178
20	917	1617	1212
20	918	1529	1185
20	919	1397	1202
20	920	1275	1205
20	921	1152	1204
20	922	996	1229
20	923	874	1211
20	924	742	1203
20	925	593	1210
21	940	2109	1085
21	941	1972	1089
21	942	1892	1095
21	943	1810	1101
21	944	1708	1112
21	945	1614	1119
21	946	1541	1139
21	947	1458	1146
21	948	1362	1148
21	949	1247	1149
21	950	1129	1129
21	951	979	1156
21	952	883	1121
21	953	735	1149
21	954	607	1106
21	955	437	1117
22	974	2185	1066
22	975	2123	1085
22	976	2030	1117
22	977	1958	1117
22	978	1857	1137
22	979	1775	1127
22	980	1669	1126
22	981	1552	1128
22	982	1431	1127
22	983	1290	1129
22	984	1174	1130
22	985	1069	1121
22	986	913	1169
22	987	784	1141
22	988	611	1167
22	989	435	1179
22	990	266	1172
23	1019	2280	1042
23	1020	2233	1052
23	1021	2171	1057
23	1022	2110	1063
23	1023	2035	1064
23	1024	1972	1056
23	1025	1876	1074
23	1026	1779	1074
23	1027	1698	1059
23	1028	1588	1060
23	1029	1446	1083
23	1030	1370	1041
23	1031	1258	1019
23	1032	1129	1014
23	1033	970	1017
24	1039	2280	1032
24	1040	2235	1033
24	1041	2176	1027
24	1042	2128	1015
24	1043	2057	1017
24	1044	1961	1033
24	1045	1911	1014
24	1046	1842	1002
24	1047	1752	1003
24	1048	1635	1016
24	1049	1510	1026
24	1050	1387	1012
24	1051	1257	1004
24	1052	1121	994
24	1053	961	1000
24	1054	808	984
24	1055	671	957
24	1056	507	979
24	1057	342	972
25	1065	2339	1034
25	1066	2291	1046
25	1067	2248	1057
25	1068	2186	1065
25	1069	2125	1063
25	1070	2043	1077
25	1071	1977	1087
25	1072	1906	1077
25	1073	1795	1098
25	1074	1724	1080
25	1075	1628	1070
25	1076	1509	1073
25	1077	1367	1085
25	1078	1248	1086
25	1079	1128	1085
25	1080	987	1094
25	1081	825	1112
25	1082	663	1116
25	1083	503	1115
26	1088	2306	1043
26	1089	2256	1041
26	1090	2210	1027
26	1091	2148	1026
26	1092	2059	1035
26	1093	1975	1035
26	1094	1879	1043
26	1095	1813	996
26	1096	1719	974
26	1097	1604	959
26	1098	1484	953
26	1099	1355	946
26	1100	1225	931
26	1101	1077	925
26	1102	907	925
26	1103	742	924
27	1122	2265	1034
27	1123	2206	1028
27	1124	2168	1001
27	1125	2124	974
27	1126	2063	956
27	1127	1974	951
27	1128	1890	926
27	1129	1810	887
27	1130	1712	852
27	1131	1617	829
27	1132	1510	814
27	1133	1400	791
27	1134	1285	761
27	1135	1145	747
27	1136	1014	725
27	1137	881	694
27	1138	714	688
27	1139	577	644
27	1140	419	611
28	1199	2305	1039
28	1200	2260	1038
28	1202	2133	1033
28	1204	2000	1030
28	1205	1958	1059
28	1206	1905	1076
28	1207	1832	1095
28	1208	1740	1114
28	1209	1638	1119
28	1210	1532	1144
28	1211	1433	1153
28	1212	1305	1176
28	1213	1163	1204
28	1214	1044	1216
28	1215	903	1237
28	1216	738	1267
29	1223	2339	1043
29	1224	2297	1042
29	1225	2248	1043
29	1226	2186	1046
29	1227	2129	1043
29	1228	2053	1049
29	1229	1994	1028
29	1230	1887	1042
29	1231	1824	1024
29	1232	1729	1028
29	1233	1611	1041
29	1234	1487	1072
29	1235	1387	1078
29	1236	1253	1106
29	1237	1118	1140
29	1238	993	1173
29	1239	848	1216
30	1276	2313	1052
30	1277	2265	1049
30	1278	2207	1044
30	1279	2141	1040
30	1280	2072	1037
30	1281	1995	1043
30	1282	1916	1036
30	1283	1817	1040
30	1284	1727	1032
30	1285	1618	1031
30	1286	1487	1039
30	1287	1388	1012
30	1288	1286	973
30	1289	1162	951
30	1290	1012	940
30	1291	843	935
30	1292	686	918
30	1293	525	876
30	1294	372	847
31	1304	2312	1038
31	1305	2252	1045
31	1306	2203	1025
31	1307	2120	1030
31	1308	2058	994
31	1309	2005	977
31	1310	1923	973
31	1311	1821	977
31	1312	1724	985
31	1313	1629	996
31	1314	1510	1016
31	1315	1372	1049
31	1316	1258	1055
31	1317	1129	1065
31	1318	981	1084
31	1319	842	1081
31	1320	690	1082
31	1321	516	1091
31	1322	338	1098
31	1323	169	1091
32	1383	2330	1044
32	1384	2292	1053
32	1385	2236	1061
32	1386	2178	1059
32	1387	2129	1064
32	1388	2081	1045
32	1389	1996	1055
32	1390	1897	1065
32	1391	1793	1081
32	1392	1698	1083
32	1393	1573	1110
32	1394	1456	1111
32	1395	1331	1121
32	1396	1184	1145
32	1397	1046	1151
32	1398	886	1184
32	1399	738	1182
32	1400	560	1208
33	1433	2184	1066
33	1434	2117	1078
33	1435	2037	1088
33	1436	1951	1118
33	1437	1878	1108
33	1438	1782	1114
33	1439	1669	1127
33	1440	1558	1144
33	1441	1444	1164
33	1442	1307	1193
33	1443	1155	1234
33	1444	1026	1249
33	1445	868	1282
33	1446	693	1324
33	1447	571	1302
33	1448	416	1337
33	1449	261	1339
34	1467	2271	1043
34	1469	2154	1046
34	1471	2008	1065
34	1472	1922	1075
34	1473	1835	1062
34	1474	1741	1046
34	1475	1624	1034
34	1476	1513	1024
34	1477	1390	1016
34	1478	1240	1025
34	1479	1113	996
34	1480	964	981
34	1481	800	974
34	1482	648	943
34	1483	478	922
35	1522	2320	1043
35	1523	2276	1047
35	1524	2216	1047
35	1525	2158	1049
35	1526	2080	1060
35	1527	2010	1054
35	1528	1925	1051
35	1529	1844	1044
35	1530	1743	1049
35	1531	1647	1042
35	1532	1540	1036
35	1533	1413	1040
35	1534	1288	1026
35	1535	1149	1011
35	1536	991	1013
35	1537	842	1009
35	1538	695	1010
35	1539	528	1020
36	1597	2265	1043
36	1599	2146	1039
36	1600	2074	1037
36	1601	2010	1018
36	1602	1932	1009
36	1603	1831	1008
36	1604	1723	1007
36	1605	1621	1010
36	1606	1512	1012
36	1607	1413	1004
36	1608	1287	1007
36	1609	1138	1023
36	1610	972	1049
36	1611	828	1025
36	1612	679	992
36	1613	509	970
37	1675	2326	1064
37	1676	2287	1072
37	1677	2228	1089
37	1678	2173	1082
37	1679	2100	1084
37	1680	2025	1090
37	1681	1945	1085
37	1682	1829	1100
37	1683	1746	1086
37	1684	1634	1087
37	1685	1492	1106
37	1686	1442	1057
37	1687	1326	1090
37	1688	1218	1082
37	1689	1081	1084
37	1690	943	1068
37	1691	794	1043
37	1692	624	1052
38	1697	2341	1044
38	1698	2301	1049
38	1699	2248	1051
38	1700	2203	1052
38	1701	2137	1057
38	1702	2068	1046
38	1703	1978	1052
38	1704	1896	1045
38	1705	1813	1017
38	1706	1699	1013
38	1707	1611	983
38	1708	1508	953
38	1709	1399	925
38	1710	1300	884
38	1711	1177	852
38	1712	1030	836
38	1713	861	838
38	1714	725	793
38	1715	559	771
38	1716	429	772
38	1717	283	761
38	1718	121	752
39	1724	2287	1061
39	1725	2233	1063
39	1726	2171	1063
39	1727	2113	1053
39	1728	2039	1055
39	1729	1965	1058
39	1730	1872	1068
39	1731	1773	1083
39	1732	1692	1102
39	1733	1587	1129
39	1734	1463	1164
39	1735	1349	1185
39	1736	1218	1206
39	1737	1067	1238
39	1738	914	1264
39	1739	762	1284
39	1740	593	1311
39	1741	454	1325
39	1742	316	1375
39	1743	179	1396
40	1770	2334	1039
40	1771	2288	1032
40	1772	2243	1019
40	1773	2173	1011
40	1774	2127	977
40	1775	2039	985
40	1776	1971	949
40	1777	1891	910
40	1778	1806	885
40	1779	1710	866
40	1780	1585	865
40	1781	1478	834
40	1782	1362	806
40	1783	1234	778
40	1784	1086	761
40	1785	938	739
40	1786	786	718
40	1787	616	703
40	1788	476	660
41	1790	2247	1053
41	1791	2187	1056
41	1792	2122	1050
41	1793	2041	1063
41	1794	1969	1048
41	1795	1864	1053
41	1796	1778	1043
41	1797	1660	1050
41	1798	1554	1031
41	1799	1423	1034
41	1800	1303	1016
41	1801	1162	1004
41	1802	1004	1010
41	1803	867	976
41	1804	698	968
42	1843	2310	1056
42	1844	2297	1042
42	1845	2241	1060
42	1846	2178	1058
42	1847	2113	1063
42	1848	2062	1060
42	1849	1993	1058
42	1850	1900	1065
42	1851	1797	1079
42	1852	1718	1086
42	1853	1619	1097
42	1854	1498	1121
42	1855	1359	1151
42	1856	1238	1168
42	1857	1098	1193
42	1858	929	1236
42	1859	800	1254
42	1860	646	1290
