ball_id	frame	x	y
9	683	2120	1064
9	684	2045	1074
9	685	1946	1098
9	686	1860	1120
9	687	1768	1131
9	688	1663	1146
9	689	1549	1151
9	690	1438	1141
9	691	1305	1137
9	692	1157	1132
9	693	1028	1106
9	694	869	1097
10	742	2342	1049
10	744	2261	1052
10	745	2203	1053
10	746	2140	1051
10	747	2088	1045
10	748	2036	1012
10	749	1945	1013
10	750	1840	1022
10	751	1769	993
10	752	1666	983
10	753	1543	982
10	754	1413	983
10	755	1276	978
10	756	1167	939
10	757	1030	920
10	758	870	910
10	759	716	894
10	760	558	876
11	868	2267	1038
11	869	2203	1045
11	870	2147	1038
11	872	1997	1025
11	873	1909	1014
11	874	1850	990
11	875	1755	1015
11	876	1675	983
11	877	1555	999
11	878	1436	1005
11	879	1339	996
11	880	1219	996
11	881	1074	1010
11	882	909	1033
11	883	763	1031
11	884	614	1020
11	885	443	1020
12	915	2322	1051
12	916	2271	1051
12	918	2182	1049
12	919	2101	1069
12	920	2017	1088
12	921	1959	1071
12	922	1885	1066
12	923	1784	1076
12	924	1658	1105
12	925	1591	1107
12	926	1490	1130
12	927	1364	1166
12	928	1222	1212
12	929	1113	1234
12	930	977	1272
12	931	814	1327
12	932	691	1356
12	933	545	1399
12	934	376	1454
13	959	2320	1040
13	960	2289	1043
13	961	2239	1046
13	962	2180	1047
13	963	2137	1042
13	964	2090	1012
13	965	2005	1016
13	966	1931	1007
13	967	1864	985
13	968	1771	975
13	969	1656	979
13	970	1524	986
13	971	1390	982
13	972	1251	968
13	973	1122	943
13	974	959	946
13	975	818	917
13	976	657	901
14	1008	2328	1043
14	1009	2283	1040
14	1011	2171	1034
14	1012	2107	1032
14	1013	2061	1013
14	1014	1981	1015
14	1015	1868	1037
14	1016	1791	1023
14	1017	1700	1017
14	1018	1583	1023
14	1019	1440	1045
14	1020	1324	1039
14	1021	1209	1032
14	1022	1070	1036
14	1023	910	1050
14	1024	758	1047
14	1025	608	1033
14	1026	434	1029
15	1046	2333	1039
15	1048	2237	1044
15	1049	2168	1061
15	1050	2095	1062
15	1051	2027	1055
15	1052	1949	1051
15	1053	1874	1052
15	1054	1784	1058
15	1055	1671	1075
15	1056	1560	1093
15	1057	1449	1114
15	1058	1315	1142
15	1059	1185	1173
15	1060	1035	1208
15	1061	899	1212
15	1062	740	1231
15	1063	562	1254
15	1064	396	1239
16	1083	2343	1031
16	1084	2303	1028
16	1085	2259	1023
16	1087	2147	999
16	1088	2104	975
16	1089	2045	962
16	1090	1960	959
16	1091	1852	970
16	1092	1760	946
16	1093	1655	932
16	1094	1541	917
16	1095	1444	874
16	1096	1313	855
16	1097	1161	847
16	1098	1013	835
16	1099	856	822
16	1100	686	831
16	1101	535	811
17	1161	2011	1029
17	1162	1932	1041
17	1163	1831	1063
17	1164	1739	1074
17	1165	1675	1050
17	1166	1571	1090
17	1167	1463	1091
17	1168	1360	1055
17	1169	1208	1077
17	1170	1073	1079
17	1171	920	1092
17	1172	814	1051
17	1173	659	1068
17	1174	505	1055
17	1175	332	1048
17	1176	165	1004
18	1223	2301	1043
18	1226	2130	1053
18	1227	2054	1056
18	1228	1975	1066
18	1229	1885	1084
18	1230	1774	1095
18	1231	1708	1084
18	1232	1607	1087
18	1233	1480	1103
18	1234	1327	1133
18	1235	1235	1106
18	1236	1095	1138
18	1237	953	1140
18	1238	795	1140
18	1239	637	1117
18	1240	469	1128
18	1241	335	1147
18	1242	196	1152
19	1266	2332	1059
19	1267	2292	1059
19	1268	2237	1060
19	1269	2178	1073
19	1270	2116	1075
19	1271	2045	1080
19	1272	1969	1094
19	1273	1914	1115
19	1274	1839	1139
19	1275	1746	1164
19	1276	1635	1188
19	1277	1542	1201
19	1278	1440	1226
19	1279	1314	1261
19	1280	1159	1317
19	1281	1021	1345
19	1282	883	1361
20	1304	2297	1053
20	1305	2242	1053
20	1306	2187	1052
20	1307	2122	1043
20	1308	2050	1033
20	1309	1973	1024
20	1310	1886	1001
20	1311	1817	979
20	1312	1728	965
20	1313	1613	959
20	1314	1483	960
20	1315	1406	934
20	1316	1319	901
20	1317	1215	864
20	1318	1093	829
20	1319	957	792
20	1320	815	739
20	1321	663	724
20	1322	510	743
20	1323	352	740
20	1324	174	744
21	1343	2278	1027
21	1344	2223	1021
21	1346	2088	1003
21	1347	2047	983
21	1348	1962	1015
21	1349	1886	1006
21	1350	1799	986
21	1351	1681	995
21	1352	1593	974
21	1353	1482	958
21	1354	1350	954
21	1355	1225	946
21	1356	1100	936
21	1357	955	936
21	1358	802	934
21	1359	666	922
21	1360	508	918
22	1444	2191	1060
22	1445	2131	1056
22	1447	1997	1027
22	1448	1908	1021
22	1449	1816	1014
22	1450	1711	1012
22	1451	1602	1010
22	1452	1477	1008
22	1453	1361	995
22	1454	1233	982
22	1455	1084	977
22	1456	949	966
22	1457	809	983
22	1458	663	983
22	1459	501	980
22	1460	325	974
23	1480	2306	1056
23	1482	2211	1061
23	1483	2146	1056
23	1484	2080	1061
23	1485	1995	1072
23	1486	1918	1077
23	1487	1823	1089
23	1488	1717	1110
23	1489	1626	1101
23	1490	1510	1111
23	1491	1375	1127
23	1492	1247	1131
23	1493	1104	1134
23	1494	930	1161
23	1495	827	1119
24	1539	2324	1051
24	1540	2273	1041
24	1541	2226	1025
24	1542	2163	1017
24	1543	2094	1015
24	1544	2022	1009
24	1545	1939	1014
24	1546	1849	1010
24	1547	1749	1002
24	1548	1640	1008
24	1549	1556	976
24	1550	1438	968
24	1551	1297	971
24	1552	1146	977
24	1553	1037	915
24	1554	895	881
24	1555	729	858
25	1666	2343	1056
25	1667	2298	1054
25	1668	2249	1053
25	1670	2132	1068
25	1671	2059	1070
25	1672	1977	1075
25	1673	1889	1075
25	1674	1809	1075
25	1675	1709	1080
25	1676	1596	1090
25	1677	1524	1073
25	1678	1406	1118
25	1679	1290	1128
25	1680	1158	1133
25	1681	1024	1112
26	1730	2324	1035
26	1732	2220	1026
26	1734	2086	1031
26	1735	2018	1033
26	1736	1940	1036
26	1737	1847	1042
26	1738	1734	1056
26	1739	1641	1055
26	1740	1524	1062
26	1741	1376	1088
26	1742	1288	1069
26	1743	1175	1056
26	1744	1019	1107
26	1745	887	1075
26	1746	710	1100
26	1747	543	1107
26	1748	371	1106
26	1749	202	1108
27	1796	2330	1054
27	1797	2280	1056
27	1798	2229	1053
27	1799	2170	1050
27	1801	2032	1039
27	1802	1951	1039
27	1803	1873	1026
27	1804	1801	1008
27	1805	1708	999
27	1806	1589	1004
27	1807	1456	1012
27	1808	1325	1024
27	1809	1195	1015
27	1810	1082	986
27	1811	946	966
27	1812	787	958
27	1813	617	954
27	1814	480	940
27	1815	324	936
28	1823	2291	1050
28	1824	2233	1058
28	1825	2185	1046
28	1826	2118	1047
28	1827	2062	1040
28	1828	1999	1038
28	1829	1915	1046
28	1830	1808	1064
28	1831	1688	1077
28	1832	1586	1044
28	1833	1480	1019
28	1834	1355	999
28	1835	1204	1000
28	1836	1081	962
28	1837	926	948
28	1838	768	929
28	1839	596	911
28	1840	417	904
28	1841	250	872
29	1856	2314	1042
29	1857	2269	1040
29	1858	2213	1039
29	1859	2150	1038
29	1860	2084	1039
29	1861	2036	1020
29	1862	1956	1021
29	1863	1845	1041
29	1864	1750	1050
29	1865	1643	1065
29	1866	1577	1065
29	1867	1466	1120
29	1868	1355	1144
29	1869	1225	1172
29	1870	1098	1167
29	1871	932	1214
29	1872	783	1233
29	1873	616	1271
29	1874	460	1285
30	1934	2145	1048
30	1935	2077	1033
30	1936	1997	1027
30	1937	1925	1007
30	1938	1862	976
30	1939	1773	954
30	1940	1662	949
30	1941	1523	961
30	1942	1415	941
30	1943	1284	937
30	1944	1139	940
30	1945	1031	930
30	1946	882	971
30	1947	747	939
30	1948	581	965
31	1957	2305	1042
31	1959	2191	1043
31	1960	2130	1045
31	1961	2046	1056
31	1962	1971	1045
31	1963	1877	1058
31	1964	1790	1040
31	1965	1670	1054
31	1966	1599	1037
31	1967	1473	1078
31	1968	1347	1089
31	1969	1223	1069
31	1970	1055	1097
31	1971	927	1066
31	1972	767	1070
31	1973	606	1046
32	2025	2316	1047
32	2026	2276	1048
32	2027	2218	1047
32	2028	2152	1054
32	2029	2090	1050
32	2030	2017	1046
32	2031	1929	1063
32	2032	1860	1054
32	2033	1757	1066
32	2034	1641	1078
32	2035	1568	1049
32	2036	1445	1072
32	2037	1327	1058
32	2038	1207	1019
32	2039	1045	1027
32	2040	945	983
32	2041	801	1012
32	2042	659	1001
32	2043	500	987
32	2044	327	972
33	2053	2054	1058
33	2054	1987	1044
33	2055	1879	1060
33	2056	1796	1034
33	2057	1685	1029
33	2058	1570	1006
33	2059	1466	973
33	2060	1333	955
33	2061	1228	927
33	2062	1107	904
33	2063	962	893
33	2064	795	894
33	2065	641	888
33	2066	497	908
33	2067	352	906
33	2068	181	912
34	2074	2228	1049
34	2076	2108	1050
34	2077	2028	1073
34	2078	1973	1064
34	2079	1882	1081
34	2080	1764	1112
34	2081	1664	1127
34	2082	1594	1138
34	2083	1500	1154
34	2084	1387	1186
34	2085	1248	1229
34	2086	1092	1280
34	2087	944	1329
34	2088	825	1348
34	2089	683	1382
34	2090	520	1424
35	2214	2238	1064
35	2215	2179	1075
35	2216	2107	1093
35	2217	2030	1101
35	2218	1941	1106
35	2219	1875	1090
35	2220	1779	1093
35	2221	1663	1103
35	2222	1538	1116
35	2223	1442	1103
35	2224	1331	1098
35	2225	1194	1106
35	2226	1037	1125
35	2227	861	1153
35	2228	705	1157
35	2229	541	1160
36	2251	2325	1041
36	2252	2275	1044
36	2253	2246	1030
36	2254	2177	1042
36	2255	2099	1042
36	2256	2030	1038
36	2257	1945	1043
36	2258	1876	1031
36	2259	1777	1033
36	2260	1658	1041
36	2261	1529	1073
36	2262	1443	1042
36	2263	1323	1055
36	2264	1199	1043
36	2265	1082	991
36	2266	913	999
36	2267	743	1006
36	2268	574	1028
37	2298	2302	1036
37	2299	2251	1033
37	2301	2129	1030
37	2302	2064	1018
37	2303	1992	990
37	2304	1879	1004
37	2305	1823	977
37	2306	1734	974
37	2307	1619	984
37	2308	1483	999
37	2309	1401	963
37	2310	1284	962
37	2311	1166	935
37	2312	1049	875
37	2313	888	870
37	2314	771	834
37	2315	637	830
37	2316	504	794
37	2317	354	771
38	2330	2303	1035
38	2331	2255	1032
38	2332	2196	1026
38	2333	2138	1024
38	2334	2061	1021
38	2335	1999	1001
38	2336	1911	996
38	2337	1825	988
38	2338	1744	976
38	2339	1644	973
38	2340	1521	978
38	2341	1399	971
38	2342	1250	980
38	2343	1132	937
38	2344	990	908
38	2345	827	888
